Data_Status,State,MSN,variable,value,Description,Unit,Code12,Energy Type,Code34,Sector
2017F,OK,TPOPP,1961,2380.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OR,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OR,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OR,TPOPP,1961,1787.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,PA,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,PA,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,PA,TPOPP,1961,11392.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,RI,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,RI,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,RI,TPOPP,1961,858.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SC,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SC,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SC,TPOPP,1961,2409.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SD,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SD,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SD,TPOPP,1961,693.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TN,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TN,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TN,TPOPP,1961,3622.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TX,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TX,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TX,TPOPP,1961,9820.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,US,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,US,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,US,TPOPP,1961,183691.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,UT,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,UT,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,UT,TPOPP,1961,936.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VA,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VA,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VA,TPOPP,1961,4095.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VT,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VT,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VT,TPOPP,1961,390.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WA,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WA,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WA,TPOPP,1961,2882.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WI,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WI,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WI,TPOPP,1961,4009.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WV,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WV,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WV,TPOPP,1961,1828.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WY,GDPRX,1961,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WY,TETGR,1961,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WY,TPOPP,1961,337.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AK,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AK,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AK,TPOPP,1962,246.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AL,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AL,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AL,TPOPP,1962,3323.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AR,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AR,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AR,TPOPP,1962,1853.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AZ,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AZ,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AZ,TPOPP,1962,1471.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CA,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CA,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CA,TPOPP,1962,17072.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CO,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CO,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CO,TPOPP,1962,1899.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CT,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CT,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CT,TPOPP,1962,2647.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DC,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DC,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DC,TPOPP,1962,788.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DE,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DE,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DE,TPOPP,1962,469.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,FL,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,FL,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,FL,TPOPP,1962,5458.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,GA,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,GA,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,GA,TPOPP,1962,4086.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,HI,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,HI,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,HI,TPOPP,1962,684.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IA,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IA,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IA,TPOPP,1962,2750.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ID,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ID,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ID,TPOPP,1962,692.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IL,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IL,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IL,TPOPP,1962,10280.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IN,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IN,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IN,TPOPP,1962,4736.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KS,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KS,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KS,TPOPP,1962,2231.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KY,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KY,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KY,TPOPP,1962,3079.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,LA,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,LA,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,LA,TPOPP,1962,3345.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MA,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MA,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MA,TPOPP,1962,5263.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MD,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MD,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MD,TPOPP,1962,3263.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ME,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ME,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ME,TPOPP,1962,994.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MI,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MI,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MI,TPOPP,1962,7933.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MN,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MN,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MN,TPOPP,1962,3513.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MO,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MO,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MO,TPOPP,1962,4357.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MS,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MS,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MS,TPOPP,1962,2243.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MT,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MT,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MT,TPOPP,1962,698.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NC,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NC,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NC,TPOPP,1962,4707.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ND,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ND,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ND,TPOPP,1962,637.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NE,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NE,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NE,TPOPP,1962,1464.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NH,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NH,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NH,TPOPP,1962,632.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NJ,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NJ,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NJ,TPOPP,1962,6376.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NM,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NM,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NM,TPOPP,1962,979.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NV,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NV,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NV,TPOPP,1962,352.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NY,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NY,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NY,TPOPP,1962,17301.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OH,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OH,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OH,TPOPP,1962,9929.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OK,GDPRX,1962,,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OK,TETGR,1962,,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OK,TPOPP,1962,2427.0,Resident population including Armed Forces,Thousand,TP,,OP,
